MONTH,Year,DISEASE,GENDER,NATIONALITY,AGE_GROUP,Detected Cases
11,2012,Heart disease,Male,Israeli,40-49,20
08,2015,Dyslipidemia,Male,Israeli,70+,134
08,2015,Heart disease,Male,Israeli,70+,201
03,2015,Dyslipidemia,Female,Israeli,60-69,71
08,2015,Nash,Female,Israeli,60-69,15
11,2015,Obesity,Female,Libyan,50-59,1
10,2018,CKD,Female,Israeli,70+,127
10,2018,Heart disease,Female,Israeli,70+,171
10,2018,Hypertension,Female,Israeli,70+,131
10,2018,Dyslipidemia,Female,Israeli,70+,222
10,2009,Heart disease,Male,Kazakh,70+,1
11,2009,CKD,Male,Kazakh,70+,1
02,2018,CKD,Male,Israeli,70+,124
02,2018,Hypertension,Male,Israeli,70+,115
03,2009,Dyslipidemia,Male,Israeli,60-69,42
03,2009,Heart disease,Male,Israeli,60-69,133
10,2015,Heart disease,Male,Israeli,50-59,59
10,2015,Hypertension,Male,Israeli,50-59,23
10,2015,Dyslipidemia,Male,Israeli,50-59,73
09,2017,Diabetes,Female,Israeli,50-59,9
09,2017,Obesity,Female,Israeli,50-59,7
08,2019,Diabetes,Female,Israeli,30-39,6
10,2009,Diabetes,Male,Israeli,70+,127
04,2018,Diabetes,Male,Israeli,70+,110
04,2018,CKD,Male,Israeli,70+,174
03,2012,Diabetes,Male,Israeli,70+,105
01,2018,Nash,Male,Israeli,40-49,9
11,2018,Dyslipidemia,Male,Israeli,60-69,129
05,2019,Obesity,Male,Israeli,60-69,4
07,2012,Diabetes,Female,Israeli,40-49,17
07,2012,Heart disease,Female,Israeli,40-49,11
12,2015,Nash,Female,Israeli,40-49,9
12,2015,Obesity,Female,Israeli,40-49,31
02,2015,CKD,Female,Israeli,60-69,35
02,2015,Nash,Female,Israeli,60-69,13
04,2011,CKD,Male,Israeli,40-49,3
04,2018,Diabetes,Male,Israeli,60-69,78
04,2018,Dyslipidemia,Male,Israeli,60-69,170
04,2018,Heart disease,Male,Israeli,60-69,136
07,2009,CKD,Female,Israeli,60-69,47
04,2012,Dyslipidemia,Male,Israeli,50-59,27
08,2016,Diabetes,Female,Israeli,50-59,7
02,2017,Dyslipidemia,Female,Israeli,50-59,14
03,2009,Diabetes,Female,Israeli,20-29,11
01,2015,CKD,Male,Israeli,70+,126
01,2015,Heart disease,Male,Israeli,70+,209
01,2015,Diabetes,Male,Israeli,70+,111
09,2016,Diabetes,Male,Russian,50-59,1
02,2011,Diabetes,Female,Israeli,70+,10
02,2011,Heart disease,Female,Israeli,70+,20
11,2011,CKD,Female,Israeli,70+,10
11,2011,Hypertension,Female,Israeli,70+,17
01,2015,Obesity,Female,Israeli,70+,35
11,2017,Obesity,Female,Israeli,30-39,8
09,2018,CKD,Male,Israeli,60-69,62
09,2018,Heart disease,Male,Israeli,60-69,106
07,2009,Diabetes,Male,Israeli,70+,149
07,2009,Heart disease,Male,Israeli,70+,271
08,2012,Diabetes,Male,Israeli,70+,102
08,2012,Dyslipidemia,Male,Israeli,70+,46
09,2012,CKD,Male,Israeli,70+,143
09,2012,Hypertension,Male,Israeli,70+,95
09,2009,CKD,Male,Israeli,70+,178
09,2009,Heart disease,Male,Israeli,70+,283
09,2009,Hypertension,Male,Israeli,70+,117
02,2015,CKD,Female,Israeli,50-59,22
02,2015,Dyslipidemia,Female,Israeli,50-59,31
02,2015,Diabetes,Female,Israeli,50-59,29
02,2015,Hypertension,Female,Israeli,50-59,8
01,2018,CKD,Female,Israeli,70+,118
01,2018,Diabetes,Female,Israeli,70+,96
01,2018,Hypertension,Female,Israeli,70+,137
01,2018,Obesity,Female,Israeli,70+,54
01,2018,Dyslipidemia,Female,Israeli,70+,237
01,2018,Heart disease,Female,Israeli,70+,186
11,2015,CKD,Male,Russian,60-69,3
11,2015,Heart disease,Male,Russian,60-69,3
11,2015,Diabetes,Male,Russian,60-69,1
10,2018,Diabetes,Male,Israeli,70+,108
10,2018,Heart disease,Male,Israeli,70+,194
10,2018,Hypertension,Male,Israeli,70+,127
12,2009,CKD,Male,United States,70+,4
12,2015,Diabetes,Male,Israeli,50-59,52
12,2009,Heart disease,Female,Moroccan,70+,5
08,2010,Dyslipidemia,Female,Moroccan,70+,2
08,2009,Diabetes,Male,Israeli,70+,114
08,2009,Dyslipidemia,Male,Israeli,70+,55
08,2009,Heart disease,Male,Israeli,70+,257
12,2011,CKD,Male,Israeli,60-69,2
08,2017,Dyslipidemia,Male,Israeli,60-69,21
01,2018,Dyslipidemia,Male,Israeli,60-69,162
01,2018,Diabetes,Male,Israeli,60-69,97
08,2018,Dyslipidemia,Male,Iraqui,70+,4
08,2018,Diabetes,Male,Iraqui,70+,2
08,2009,Nash,Male,Israeli,50-59,11
05,2020,Obesity,Female,Israeli,50-59,6
07,2018,Diabetes,Male,Israeli,60-69,78
07,2018,Dyslipidemia,Male,Israeli,60-69,147
07,2018,Heart disease,Male,Israeli,60-69,114
09,2009,Diabetes,Female,Moroccan,40-49,1
09,2009,CKD,Female,Moroccan,40-49,1
09,2009,Heart disease,Female,Moroccan,40-49,1
10,2012,Dyslipidemia,Female,Moroccan,40-49,2
04,2013,Hypertension,Female,Moroccan,40-49,1
07,2017,Obesity,Female,Moroccan,40-49,1
10,2015,Diabetes,Female,Israeli,20-29,7
11,2015,Obesity,Female,Israeli,20-29,15
02,2019,CKD,Female,Israeli,20-29,2
02,2019,Hypertension,Female,Israeli,20-29,4
01,2018,Diabetes,Female,Israeli,50-59,31
01,2018,Heart disease,Female,Israeli,50-59,34
09,2013,CKD,Male,Moroccan,50-59,1
09,2013,Diabetes,Male,Moroccan,50-59,2
10,2014,Hypertension,Male,Moroccan,50-59,1
10,2014,Obesity,Male,Moroccan,50-59,1
09,2015,Dyslipidemia,Male,Moroccan,50-59,2
09,2015,Heart disease,Male,Moroccan,50-59,2
02,2018,Heart disease,Female,Israeli,70+,165
02,2018,Hypertension,Female,Israeli,70+,124
08,2015,CKD,Female,Israeli,70+,112
08,2015,Dyslipidemia,Female,Israeli,70+,134
03,2009,Obesity,Female,Israeli,20-29,8
03,2018,CKD,Female,Argentinian,30-39,1
03,2018,Diabetes,Female,Argentinian,30-39,1
03,2018,Hypertension,Female,Argentinian,30-39,1
03,2018,Obesity,Female,Argentinian,30-39,1
03,2018,Dyslipidemia,Female,Argentinian,30-39,1
03,2018,Heart disease,Female,Argentinian,30-39,1
08,2009,CKD,Male,Yemeni,70+,3
08,2009,Diabetes,Male,Yemeni,70+,3
08,2009,Hypertension,Male,Yemeni,70+,3
08,2009,Dyslipidemia,Male,Yemeni,70+,1
08,2009,Heart disease,Male,Yemeni,70+,4
10,2015,Heart disease,Female,Israeli,60-69,55
10,2015,Obesity,Female,Israeli,60-69,41
12,2013,CKD,Female,Israeli,70+,14
12,2013,Diabetes,Female,Israeli,70+,15
02,2014,Dyslipidemia,Female,Israeli,70+,4
08,2018,Diabetes,Female,Israeli,70+,94
08,2018,Obesity,Female,Israeli,70+,44
06,2009,CKD,Female,Israeli,60-69,43
06,2009,Heart disease,Female,Israeli,60-69,53
08,2009,Diabetes,Female,Israeli,70+,155
05,2012,Heart disease,Female,Israeli,70+,156
01,2016,Dyslipidemia,Female,Israeli,70+,47
09,2016,CKD,Female,Israeli,70+,27
02,2012,Diabetes,Female,Israeli,30-39,20
03,2012,Dyslipidemia,Female,Israeli,30-39,6
03,2012,Heart disease,Female,Israeli,30-39,4
10,2018,Diabetes,Male,Israeli,60-69,91
11,2009,CKD,Male,Israeli,50-59,50
11,2009,Dyslipidemia,Male,Israeli,50-59,33
11,2009,Diabetes,Male,Israeli,50-59,68
12,2015,Obesity,Male,Israeli,50-59,34
12,2009,CKD,Female,Israeli,50-59,31
12,2009,Dyslipidemia,Female,Israeli,50-59,20
12,2009,Heart disease,Female,Israeli,50-59,34
04,2010,Diabetes,Female,Israeli,50-59,9
07,2015,Diabetes,Female,Israeli,70+,106
12,2016,CKD,Female,Israeli,70+,19
12,2016,Dyslipidemia,Female,Israeli,70+,39
12,2016,Hypertension,Female,Israeli,70+,29
07,2013,CKD,Female,Israeli,60-69,6
07,2013,Hypertension,Female,Israeli,60-69,5
10,2013,Dyslipidemia,Female,Israeli,60-69,4
12,2016,Diabetes,Female,Israeli,60-69,5
12,2016,Obesity,Female,Israeli,60-69,14
03,2017,Heart disease,Female,Israeli,60-69,10
01,2009,Heart disease,Male,Israeli,50-59,70
12,2018,Dyslipidemia,Male,Israeli,70+,207
11,2018,Dyslipidemia,Female,Israeli,70+,223
11,2018,Diabetes,Female,Israeli,70+,110
04,2016,Obesity,Female,Israeli,30-39,15
11,2009,Heart disease,Male,Israeli,60-69,105
02,2010,Diabetes,Male,Israeli,60-69,6
08,2018,Diabetes,Male,Ucranian,70+,3
08,2018,CKD,Male,Ucranian,70+,6
08,2018,Heart disease,Male,Ucranian,70+,6
10,2012,Diabetes,Male,Israeli,70+,108
10,2012,CKD,Male,Israeli,70+,134
10,2012,Heart disease,Male,Israeli,70+,197
10,2012,Hypertension,Male,Israeli,70+,76
05,2015,Dyslipidemia,Male,Israeli,50-59,62
09,2016,Dyslipidemia,Female,Polonian,70+,2
06,2009,CKD,Female,Israeli,70+,150
06,2009,Heart disease,Female,Israeli,70+,230
06,2009,Nash,Female,Israeli,70+,12
06,2015,Obesity,Female,Israeli,60-69,42
03,2018,Dyslipidemia,Male,Israeli,60-69,130
03,2018,Heart disease,Male,Israeli,60-69,93
10,2010,CKD,Female,Israeli,50-59,6
11,2010,Heart disease,Female,Israeli,50-59,12
05,2015,Obesity,Male,Israeli,70+,41
02,2016,CKD,Male,Israeli,60-69,14
02,2016,Heart disease,Male,Israeli,60-69,12
06,2015,CKD,Female,United States,70+,1
06,2015,Diabetes,Female,United States,70+,3
06,2015,Hypertension,Female,United States,70+,1
07,2015,Heart disease,Female,United States,70+,3
11,2015,Dyslipidemia,Female,United States,70+,1
06,2018,Dyslipidemia,Male,Israeli,70+,214
06,2018,Heart disease,Male,Israeli,70+,195
06,2019,Heart disease,Female,Israeli,70+,17
09,2009,CKD,Female,Israeli,70+,175
08,2018,Heart disease,Female,Rumanian,70+,1
08,2018,Dyslipidemia,Female,Rumanian,70+,8
08,2018,Diabetes,Female,Rumanian,70+,2
05,2009,Dyslipidemia,Male,Moroccan,50-59,1
05,2009,Diabetes,Male,Moroccan,50-59,3
05,2009,Obesity,Male,Moroccan,50-59,1
05,2010,CKD,Male,Moroccan,50-59,1
09,2015,Hypertension,Male,Moroccan,50-59,1
12,2017,Heart disease,Male,Moroccan,50-59,1
08,2012,Obesity,Male,Israeli,60-69,34
07,2014,Diabetes,Male,Israeli,60-69,4
09,2009,Diabetes,Female,Russian,70+,3
05,2010,CKD,Female,Russian,70+,2
05,2010,Hypertension,Female,Russian,70+,2
06,2011,Heart disease,Female,Russian,70+,1
03,2012,Diabetes,Male,Israeli,40-49,19
03,2012,Heart disease,Male,Israeli,40-49,25
03,2012,Obesity,Male,Israeli,40-49,10
04,2018,Dyslipidemia,Female,Israeli,50-59,51
04,2018,Obesity,Female,Israeli,50-59,26
10,2015,Diabetes,Male,Turkish,70+,1
03,2017,Dyslipidemia,Male,Turkish,70+,1
10,2012,Diabetes,Female,Israeli,70+,87
07,2014,CKD,Female,Israeli,70+,16
07,2014,Hypertension,Female,Israeli,70+,10
04,2019,Dyslipidemia,Female,Israeli,70+,29
01,2015,CKD,Male,Israeli,60-69,66
01,2015,Heart disease,Male,Israeli,60-69,106
09,2015,CKD,Female,Israeli,60-69,37
09,2015,Diabetes,Female,Israeli,60-69,53
09,2015,Nash,Female,Israeli,60-69,15
11,2009,Heart disease,Male,Israeli,40-49,38
12,2015,CKD,Male,Israeli,40-49,17
12,2015,Nash,Male,Israeli,40-49,7
11,2009,CKD,Female,French,70+,2
10,2016,Heart disease,Female,Ethiopian,40-49,1
09,2009,Diabetes,Male,Israeli,70+,144
09,2010,Heart disease,Female,Israeli,70+,20
09,2012,Diabetes,Male,Moroccan,30-39,1
07,2017,Obesity,Male,Israeli,70+,4
07,2017,Dyslipidemia,Male,Israeli,70+,31
05,2015,Heart disease,Male,Israeli,40-49,30
08,2011,Nash,Female,Israeli,30-39,1
08,2011,Obesity,Female,Israeli,30-39,3
01,2009,CKD,Female,Israeli,60-69,39
01,2009,Diabetes,Female,Israeli,60-69,58
12,2012,Diabetes,Male,Israeli,70+,111
12,2012,Hypertension,Male,Israeli,70+,91
03,2009,Diabetes,Female,Israeli,70+,151
09,2014,CKD,Female,Israeli,70+,20
12,2009,Diabetes,Female,Israeli,40-49,20
12,2009,CKD,Female,Israeli,40-49,22
12,2009,Heart disease,Female,Israeli,40-49,20
12,2009,Hypertension,Female,Israeli,40-49,9
06,2013,Heart disease,Female,Israeli,70+,23
05,2009,Diabetes,Female,Israeli,60-69,62
06,2009,Obesity,Female,Israeli,60-69,19
01,2017,CKD,Female,Polonian,40-49,1
01,2017,Heart disease,Female,Polonian,40-49,1
06,2017,Hypertension,Female,Polonian,40-49,1
03,2019,Nash,Female,Polonian,40-49,1
11,2012,Diabetes,Female,Israeli,70+,94
07,2020,CKD,Male,Israeli,50-59,6
09,2015,Obesity,Female,Azerbaijani,60-69,1
03,2018,CKD,Female,Azerbaijani,60-69,1
03,2018,Dyslipidemia,Female,Azerbaijani,60-69,1
03,2018,Heart disease,Female,Azerbaijani,60-69,1
03,2018,Hypertension,Female,Azerbaijani,60-69,1
03,2012,Diabetes,Female,Iraqui,60-69,1
03,2012,CKD,Female,Iraqui,60-69,1
03,2012,Heart disease,Female,Iraqui,60-69,2
03,2012,Hypertension,Female,Iraqui,60-69,1
07,2014,Obesity,Female,Iraqui,60-69,1
06,2016,Dyslipidemia,Female,Iraqui,60-69,1
07,2015,Nash,Male,Israeli,30-39,6
05,2009,CKD,Male,Israeli,50-59,60
05,2009,Diabetes,Male,Israeli,50-59,75
05,2009,Hypertension,Male,Israeli,50-59,26
09,2018,Heart disease,Female,United States,70+,6
06,2009,Dyslipidemia,Female,Israeli,70+,92
03,2018,CKD,Female,Israeli,70+,116
03,2018,Dyslipidemia,Female,Israeli,70+,220
03,2018,Hypertension,Female,Israeli,70+,127
03,2017,Dyslipidemia,Male,Israeli,70+,32
03,2017,Heart disease,Male,Israeli,70+,15
06,2019,Hypertension,Male,Israeli,70+,15
06,2009,Dyslipidemia,Female,Uzbek,60-69,1
06,2009,Obesity,Female,Uzbek,60-69,1
08,2018,Dyslipidemia,Male,Yemeni,50-59,1
08,2018,CKD,Female,Ucranian,70+,7
07,2012,CKD,Male,Israeli,70+,141
07,2012,Heart disease,Male,Israeli,70+,185
07,2012,Hypertension,Male,Israeli,70+,90
11,2012,Nash,Male,Israeli,70+,13
01,2009,Nash,Male,Israeli,40-49,10
10,2016,CKD,Female,Israeli,70+,13
10,2016,Hypertension,Female,Israeli,70+,19
10,2016,Obesity,Female,Israeli,70+,8
10,2016,Dyslipidemia,Female,Israeli,70+,25
10,2016,Heart disease,Female,Israeli,70+,16
10,2016,Nash,Female,Israeli,70+,2
10,2018,Diabetes,Female,Israeli,20-29,7
01,2012,Nash,Female,Yemeni,50-59,1
07,2015,Dyslipidemia,Male,Israeli,70+,108
07,2015,Heart disease,Male,Israeli,70+,187
07,2015,Obesity,Male,Israeli,70+,30
02,2010,Heart disease,Female,Ucranian,40-49,1
02,2010,Nash,Female,Ucranian,40-49,1
05,2018,Dyslipidemia,Female,Israeli,60-69,108
05,2018,Heart disease,Female,Israeli,60-69,80
08,2009,Dyslipidemia,Male,United States,50-59,1
08,2009,Heart disease,Male,United States,50-59,3
12,2015,CKD,Male,Sirian,70+,1
12,2015,Dyslipidemia,Male,Sirian,70+,1
06,2018,Heart disease,Male,Sirian,70+,1
06,2018,Hypertension,Male,Sirian,70+,1
11,2009,Diabetes,Male,United States,30-39,1
04,2010,Obesity,Male,United States,30-39,1
01,2012,Obesity,Female,Israeli,50-59,36
08,2009,Diabetes,Female,Israeli,50-59,41
02,2015,Obesity,Female,Russian,30-39,2
04,2012,Heart disease,Male,English,70+,3
08,2018,Obesity,Female,Israeli,20-29,15
03,2013,Heart disease,Male,Israeli,70+,19
07,2015,CKD,Male,Israeli,70+,128
11,2018,Dyslipidemia,Female,Israeli,60-69,95
11,2012,Hypertension,Male,Israeli,50-59,25
04,2016,Diabetes,Male,Israeli,50-59,7
01,2012,Obesity,Female,Israeli,60-69,34
05,2016,Dyslipidemia,Female,Israeli,60-69,18
10,2018,Diabetes,Female,Moroccan,40-49,2
06,2012,CKD,Female,Israeli,70+,123
02,2013,Heart disease,Female,Israeli,70+,19
02,2015,Hypertension,Female,Israeli,70+,65
03,2012,CKD,Female,Israeli,70+,124
03,2012,Hypertension,Female,Israeli,70+,68
10,2012,Diabetes,Female,Russian,30-39,1
05,2016,Dyslipidemia,Male,Iranian,50-59,1
05,2016,Obesity,Male,Iranian,50-59,1
09,2018,CKD,Male,Israeli,30-39,13
09,2018,Hypertension,Male,Israeli,30-39,8
08,2012,Heart disease,Male,Israeli,50-59,65
09,2009,Hypertension,Female,Israeli,70+,97
12,2012,Diabetes,Male,Israeli,50-59,56
08,2018,CKD,Male,Israeli,40-49,25
08,2018,Hypertension,Male,Israeli,40-49,17
08,2018,Nash,Male,Israeli,40-49,10
03,2018,Diabetes,Male,Israeli,70+,131
03,2018,Dyslipidemia,Male,Israeli,70+,242
03,2018,Heart disease,Male,Israeli,70+,203
12,2015,Dyslipidemia,Female,Israeli,40-49,10
01,2012,Heart disease,Male,Israeli,60-69,97
07,2017,Hypertension,Male,Israeli,60-69,18
07,2017,Dyslipidemia,Male,Israeli,60-69,22
12,2012,Diabetes,Male,Israeli,60-69,65
09,2013,CKD,Male,Israeli,60-69,15
04,2018,CKD,Male,Israeli,60-69,77
04,2018,Hypertension,Male,Israeli,60-69,62
05,2015,CKD,Male,Iranian,50-59,2
05,2015,Diabetes,Male,Iranian,50-59,1
05,2015,Nash,Male,Iranian,50-59,2
10,2012,Dyslipidemia,Male,Uzbek,60-69,1
10,2012,Diabetes,Male,Uzbek,60-69,1
12,2015,Diabetes,Female,Israeli,40-49,16
12,2015,Diabetes,Male,Israeli,30-39,7
06,2018,Dyslipidemia,Male,Israeli,30-39,6
06,2009,Obesity,Male,Israeli,50-59,23
02,2010,CKD,Male,Israeli,50-59,7
02,2012,Dyslipidemia,Female,Israeli,60-69,23
02,2012,Diabetes,Female,Israeli,60-69,35
07,2018,Heart disease,Female,Israeli,60-69,52
01,2015,Dyslipidemia,Male,Israeli,70+,138
06,2009,Diabetes,Male,Israeli,40-49,25
06,2009,Heart disease,Male,Israeli,40-49,36
10,2009,Obesity,Female,Israeli,50-59,19
10,2016,Diabetes,Female,Israeli,50-59,8
10,2016,Hypertension,Female,Israeli,50-59,6
10,2016,Dyslipidemia,Female,Israeli,50-59,32
10,2016,Heart disease,Female,Israeli,50-59,10
10,2016,Nash,Female,Israeli,50-59,4
08,2015,Diabetes,Male,Israeli,70+,92
04,2016,CKD,Male,Israeli,70+,25
04,2016,Dyslipidemia,Male,Israeli,70+,35
01,2009,Nash,Female,Israeli,60-69,9
02,2018,Dyslipidemia,Female,Israeli,70+,220
04,2018,Dyslipidemia,Male,Russian,70+,7
04,2018,Heart disease,Male,Russian,70+,5
10,2020,Obesity,Male,Israeli,60-69,2
08,2009,Diabetes,Male,Egyptian,70+,2
08,2009,Heart disease,Male,Egyptian,70+,3
10,2009,CKD,Male,Egyptian,70+,2
05,2010,Hypertension,Male,Egyptian,70+,1
03,2015,Heart disease,Male,Israeli,60-69,110
06,2018,CKD,Male,Israeli,30-39,14
06,2018,Heart disease,Male,Israeli,30-39,6
04,2010,Hypertension,Male,Israeli,70+,18
02,2012,CKD,Male,Argentinian,60-69,3
12,2012,Heart disease,Male,Argentinian,60-69,1
02,2013,Nash,Male,Argentinian,60-69,1
11,2012,CKD,Male,Israeli,70+,122
11,2012,Hypertension,Male,Israeli,70+,77
08,2012,CKD,Male,Israeli,50-59,49
08,2015,Dyslipidemia,Male,Israeli,50-59,55
05,2016,Hypertension,Male,Israeli,50-59,8
06,2011,CKD,Female,Sirian,70+,1
06,2011,Heart disease,Female,Sirian,70+,1
06,2011,Hypertension,Female,Sirian,70+,1
01,2018,Diabetes,Female,Israeli,60-69,47
01,2018,Heart disease,Female,Israeli,60-69,61
01,2018,Hypertension,Female,Israeli,60-69,29
01,2018,Dyslipidemia,Female,Israeli,60-69,81
02,2012,Obesity,Female,Israeli,40-49,21
10,2009,Diabetes,Female,Israeli,70+,159
10,2009,Dyslipidemia,Female,Israeli,70+,104
07,2021,Heart disease,Male,Israeli,50-59,2
07,2021,Hypertension,Male,Israeli,50-59,2
10,2018,CKD,Male,Israeli,70+,156
02,2013,Heart disease,Male,Ethiopian,70+,1
07,2017,CKD,Male,Ethiopian,70+,2
07,2017,Dyslipidemia,Male,Ethiopian,70+,1
02,2012,Heart disease,Female,Polonian,70+,3
10,2019,Obesity,Male,Israeli,30-39,3
08,2018,Obesity,Male,Israeli,70+,33
08,2018,Heart disease,Male,Israeli,70+,187
11,2015,Obesity,Male,Moroccan,60-69,2
09,2012,Dyslipidemia,Female,Israeli,60-69,32
11,2020,Heart disease,Female,Israeli,30-39,1
11,2020,Hypertension,Female,Israeli,30-39,2
11,2020,Obesity,Female,Israeli,30-39,2
07,2009,CKD,Male,Israeli,60-69,81
07,2009,Heart disease,Male,Israeli,60-69,126
07,2009,Obesity,Male,Israeli,60-69,19
09,2011,Hypertension,Male,Israeli,60-69,6
08,2009,Heart disease,Male,Israeli,20-29,5
03,2018,Hypertension,Male,Israeli,70+,142
01,2017,CKD,Male,Israeli,70+,18
01,2017,Dyslipidemia,Male,Israeli,70+,29
06,2012,Heart disease,Female,Egyptian,60-69,1
10,2012,CKD,Female,Egyptian,60-69,1
06,2017,Hypertension,Female,Egyptian,60-69,1
02,2018,CKD,Female,Israeli,70+,129
02,2018,Diabetes,Female,Israeli,70+,98
06,2018,Obesity,Female,Israeli,70+,55
03,2018,Dyslipidemia,Female,Israeli,50-59,66
03,2018,Obesity,Female,Israeli,50-59,35
02,2012,Heart disease,Female,Iraqui,60-69,1
10,2015,Diabetes,Male,Israeli,50-59,54
10,2015,Nash,Male,Israeli,50-59,28
05,2012,Heart disease,Male,Israeli,70+,182
05,2012,Diabetes,Male,Israeli,70+,105
11,2020,CKD,Male,Israeli,70+,4
11,2020,Hypertension,Male,Israeli,70+,3
11,2020,Obesity,Male,Israeli,70+,3
11,2020,Dyslipidemia,Male,Israeli,70+,4
09,2009,CKD,Female,Azerbaijani,70+,1
09,2009,Hypertension,Female,Azerbaijani,70+,1
10,2015,CKD,Female,Israeli,70+,115
10,2015,Obesity,Female,Israeli,70+,38
05,2015,Diabetes,Female,Israeli,70+,102
05,2015,Obesity,Female,Israeli,70+,38
02,2015,Obesity,Female,Israeli,50-59,28
08,2018,Dyslipidemia,Female,Israeli,50-59,55
08,2018,Obesity,Female,Israeli,50-59,28
05,2018,Diabetes,Female,Israeli,60-69,57
05,2018,Hypertension,Female,Israeli,60-69,47
05,2018,Nash,Female,Israeli,60-69,15
08,2015,Nash,Male,Israeli,70+,14
09,2017,CKD,Male,Israeli,70+,19
09,2017,Dyslipidemia,Male,Israeli,70+,32
07,2012,Diabetes,Male,Azerbaijani,70+,1
07,2012,CKD,Male,Azerbaijani,70+,1
07,2012,Heart disease,Male,Azerbaijani,70+,1
07,2012,Hypertension,Male,Azerbaijani,70+,1
04,2016,Heart disease,Female,Israeli,60-69,9
06,2009,CKD,Female,Israeli,50-59,34
06,2009,Obesity,Female,Israeli,50-59,26
01,2015,Diabetes,Male,Israeli,50-59,50
09,2018,Diabetes,Female,Israeli,70+,87
09,2018,Dyslipidemia,Female,Israeli,70+,235
10,2015,Heart disease,Male,Israeli,60-69,109
09,2009,Diabetes,Male,Iraqui,50-59,2
09,2009,Heart disease,Male,Iraqui,50-59,3
09,2009,Nash,Male,Iraqui,50-59,1
09,2009,Obesity,Male,Iraqui,50-59,1
11,2009,Diabetes,Male,Israeli,70+,138
12,2009,Dyslipidemia,Female,Israeli,70+,85
05,2015,CKD,Male,Israeli,60-69,72
05,2015,Obesity,Male,Israeli,60-69,37
01,2012,Dyslipidemia,Male,Israeli,70+,35
05,2013,Diabetes,Male,Israeli,70+,7
10,2016,CKD,Male,Israeli,70+,28
10,2016,Hypertension,Male,Israeli,70+,29
07,2015,CKD,Male,Israeli,60-69,73
07,2015,Heart disease,Male,Israeli,60-69,113
09,2015,Nash,Male,Israeli,60-69,18
07,2018,CKD,Female,Israeli,50-59,28
07,2018,Dyslipidemia,Female,Israeli,50-59,65
07,2018,Diabetes,Female,Israeli,50-59,32
05,2015,CKD,Male,Israeli,50-59,42
05,2015,Diabetes,Male,Israeli,50-59,46
08,2011,CKD,Female,Israeli,50-59,3
08,2011,Heart disease,Female,Israeli,50-59,5
08,2011,Hypertension,Female,Israeli,50-59,3
08,2011,Obesity,Female,Israeli,50-59,1
10,2018,Nash,Male,Israeli,60-69,23
11,2018,Obesity,Male,Israeli,60-69,39
11,2018,CKD,Male,Israeli,60-69,59
11,2018,Hypertension,Male,Israeli,60-69,58
05,2020,CKD,Male,Israeli,60-69,7
05,2020,Heart disease,Male,Israeli,60-69,6
09,2012,Nash,Male,Israeli,40-49,8
12,2013,CKD,Male,Israeli,40-49,4
05,2015,Dyslipidemia,Male,Israeli,40-49,26
06,2012,Dyslipidemia,Female,Moroccan,70+,2
07,2013,Heart disease,Female,Israeli,70+,25
11,2015,Dyslipidemia,Female,Israeli,70+,126
09,2016,Hypertension,Female,Israeli,70+,21
01,2017,CKD,Female,Israeli,70+,19
06,2012,Dyslipidemia,Female,Israeli,70+,48
02,2016,Diabetes,Female,Israeli,70+,3
02,2016,Heart disease,Female,Israeli,70+,17
02,2016,Hypertension,Female,Israeli,70+,15
10,2015,Diabetes,Male,Ethiopian,40-49,3
10,2015,Heart disease,Male,Ethiopian,40-49,1
11,2019,CKD,Male,Israeli,70+,3
11,2019,Hypertension,Male,Israeli,70+,6
11,2019,Obesity,Male,Israeli,70+,3
11,2019,Dyslipidemia,Male,Israeli,70+,8
12,2012,CKD,Male,United States,70+,2
12,2012,Heart disease,Male,United States,70+,1
10,2012,Heart disease,Female,South African,70+,1
03,2019,CKD,Female,South African,70+,1
07,2019,Hypertension,Female,South African,70+,1
12,2018,CKD,Male,Iraqui,40-49,2
07,2012,Heart disease,Female,Israeli,70+,166
03,2013,CKD,Female,Israeli,70+,25
03,2013,Hypertension,Female,Israeli,70+,17
09,2009,Dyslipidemia,Male,United States,60-69,2
07,2009,Obesity,Male,Israeli,40-49,12
09,2009,Diabetes,Female,Egyptian,30-39,1
11,2015,CKD,Female,Israeli,70+,125
11,2015,Diabetes,Female,Israeli,70+,91
11,2015,Hypertension,Female,Israeli,70+,77
03,2018,Diabetes,Female,Israeli,70+,91
03,2018,Heart disease,Female,Israeli,70+,152
08,2018,CKD,Female,Rumanian,70+,2
12,2015,Diabetes,Female,Algerian,50-59,1
10,2018,Obesity,Male,Algerian,40-49,1
11,2012,Dyslipidemia,Male,Israeli,70+,49
08,2013,CKD,Male,Israeli,70+,22
02,2015,Obesity,Female,Israeli,60-69,47
