month,year,disease,nationality,counts,cumulative sum,monthyear,yearquarter,bianual
10,2018,Heart disease,Algerian,4,474,2018-10-01,2018 Q3,2018-2019
11,2018,Heart disease,Algerian,9,483,2018-11-01,2018 Q3,2018-2019
12,2018,Heart disease,Algerian,8,491,2018-12-01,2018 Q3,2018-2019
07,2019,Heart disease,Algerian,3,494,2019-07-01,2019 Q2,2018-2019
08,2019,Heart disease,Algerian,2,496,2019-08-01,2019 Q2,2018-2019
12,2019,Heart disease,Algerian,2,498,2019-12-01,2019 Q3,2018-2019
02,2020,Heart disease,Algerian,1,499,2020-02-01,2020 Q1,2020-2021
09,2020,Heart disease,Algerian,1,500,2020-09-01,2020 Q3,2020-2021
03,2021,Heart disease,Algerian,1,501,2021-03-01,2021 Q1,2020-2021
01,2009,Hypertension,Algerian,14,14,2009-01-01,2009 Q1,2008-2009
02,2009,Hypertension,Algerian,13,27,2009-02-01,2009 Q1,2008-2009
03,2009,Hypertension,Algerian,19,46,2009-03-01,2009 Q1,2008-2009
04,2009,Hypertension,Algerian,15,61,2009-04-01,2009 Q1,2008-2009
05,2009,Hypertension,Algerian,13,74,2009-05-01,2009 Q2,2008-2009
06,2009,Hypertension,Algerian,19,93,2009-06-01,2009 Q2,2008-2009
07,2009,Hypertension,Algerian,14,107,2009-07-01,2009 Q2,2008-2009
08,2009,Hypertension,Algerian,15,122,2009-08-01,2009 Q2,2008-2009
09,2009,Hypertension,Algerian,10,132,2009-09-01,2009 Q3,2008-2009
10,2009,Hypertension,Algerian,19,151,2009-10-01,2009 Q3,2008-2009
11,2009,Hypertension,Algerian,16,167,2009-11-01,2009 Q3,2008-2009
12,2009,Hypertension,Algerian,20,187,2009-12-01,2009 Q3,2008-2009
01,2010,Hypertension,Algerian,3,190,2010-01-01,2010 Q1,2010-2011
02,2010,Hypertension,Algerian,5,195,2010-02-01,2010 Q1,2010-2011
03,2010,Hypertension,Algerian,1,196,2010-03-01,2010 Q1,2010-2011
04,2010,Hypertension,Algerian,2,198,2010-04-01,2010 Q1,2010-2011
05,2010,Hypertension,Algerian,1,199,2010-05-01,2010 Q2,2010-2011
06,2010,Hypertension,Algerian,1,200,2010-06-01,2010 Q2,2010-2011
08,2010,Hypertension,Algerian,1,201,2010-08-01,2010 Q2,2010-2011
09,2010,Hypertension,Algerian,2,203,2010-09-01,2010 Q3,2010-2011
10,2010,Hypertension,Algerian,2,205,2010-10-01,2010 Q3,2010-2011
11,2010,Hypertension,Algerian,5,210,2010-11-01,2010 Q3,2010-2011
12,2010,Hypertension,Algerian,1,211,2010-12-01,2010 Q3,2010-2011
01,2011,Hypertension,Algerian,2,213,2011-01-01,2011 Q1,2010-2011
03,2011,Hypertension,Algerian,1,214,2011-03-01,2011 Q1,2010-2011
04,2011,Hypertension,Algerian,1,215,2011-04-01,2011 Q1,2010-2011
08,2011,Hypertension,Algerian,1,216,2011-08-01,2011 Q2,2010-2011
10,2011,Hypertension,Algerian,1,217,2011-10-01,2011 Q3,2010-2011
11,2011,Hypertension,Algerian,1,218,2011-11-01,2011 Q3,2010-2011
01,2012,Hypertension,Algerian,11,229,2012-01-01,2012 Q1,2012-2013
02,2012,Hypertension,Algerian,9,238,2012-02-01,2012 Q1,2012-2013
03,2012,Hypertension,Algerian,13,251,2012-03-01,2012 Q1,2012-2013
04,2012,Hypertension,Algerian,15,266,2012-04-01,2012 Q1,2012-2013
05,2012,Hypertension,Algerian,10,276,2012-05-01,2012 Q2,2012-2013
06,2012,Hypertension,Algerian,8,284,2012-06-01,2012 Q2,2012-2013
07,2012,Hypertension,Algerian,14,298,2012-07-01,2012 Q2,2012-2013
08,2012,Hypertension,Algerian,8,306,2012-08-01,2012 Q2,2012-2013
09,2012,Hypertension,Algerian,16,322,2012-09-01,2012 Q3,2012-2013
10,2012,Hypertension,Algerian,12,334,2012-10-01,2012 Q3,2012-2013
11,2012,Hypertension,Algerian,11,345,2012-11-01,2012 Q3,2012-2013
12,2012,Hypertension,Algerian,7,352,2012-12-01,2012 Q3,2012-2013
01,2013,Hypertension,Algerian,1,353,2013-01-01,2013 Q1,2012-2013
02,2013,Hypertension,Algerian,1,354,2013-02-01,2013 Q1,2012-2013
03,2013,Hypertension,Algerian,3,357,2013-03-01,2013 Q1,2012-2013
06,2013,Hypertension,Algerian,1,358,2013-06-01,2013 Q2,2012-2013
07,2013,Hypertension,Algerian,1,359,2013-07-01,2013 Q2,2012-2013
08,2013,Hypertension,Algerian,3,362,2013-08-01,2013 Q2,2012-2013
09,2013,Hypertension,Algerian,2,364,2013-09-01,2013 Q3,2012-2013
11,2013,Hypertension,Algerian,1,365,2013-11-01,2013 Q3,2012-2013
01,2014,Hypertension,Algerian,1,366,2014-01-01,2014 Q1,2014-2015
03,2014,Hypertension,Algerian,1,367,2014-03-01,2014 Q1,2014-2015
05,2014,Hypertension,Algerian,1,368,2014-05-01,2014 Q2,2014-2015
07,2014,Hypertension,Algerian,4,372,2014-07-01,2014 Q2,2014-2015
11,2014,Hypertension,Algerian,1,373,2014-11-01,2014 Q3,2014-2015
01,2015,Hypertension,Algerian,15,388,2015-01-01,2015 Q1,2014-2015
02,2015,Hypertension,Algerian,9,397,2015-02-01,2015 Q1,2014-2015
03,2015,Hypertension,Algerian,4,401,2015-03-01,2015 Q1,2014-2015
04,2015,Hypertension,Algerian,9,410,2015-04-01,2015 Q1,2014-2015
05,2015,Hypertension,Algerian,7,417,2015-05-01,2015 Q2,2014-2015
06,2015,Hypertension,Algerian,7,424,2015-06-01,2015 Q2,2014-2015
07,2015,Hypertension,Algerian,9,433,2015-07-01,2015 Q2,2014-2015
08,2015,Hypertension,Algerian,13,446,2015-08-01,2015 Q2,2014-2015
09,2015,Hypertension,Algerian,17,463,2015-09-01,2015 Q3,2014-2015
10,2015,Hypertension,Algerian,6,469,2015-10-01,2015 Q3,2014-2015
11,2015,Hypertension,Algerian,8,477,2015-11-01,2015 Q3,2014-2015
12,2015,Hypertension,Algerian,15,492,2015-12-01,2015 Q3,2014-2015
04,2016,Hypertension,Algerian,2,494,2016-04-01,2016 Q1,2016-2017
05,2016,Hypertension,Algerian,1,495,2016-05-01,2016 Q2,2016-2017
06,2016,Hypertension,Algerian,1,496,2016-06-01,2016 Q2,2016-2017
07,2016,Hypertension,Algerian,1,497,2016-07-01,2016 Q2,2016-2017
08,2016,Hypertension,Algerian,1,498,2016-08-01,2016 Q2,2016-2017
11,2016,Hypertension,Algerian,2,500,2016-11-01,2016 Q3,2016-2017
01,2017,Hypertension,Algerian,1,501,2017-01-01,2017 Q1,2016-2017
09,2017,Hypertension,Algerian,1,502,2017-09-01,2017 Q3,2016-2017
01,2018,Hypertension,Algerian,12,514,2018-01-01,2018 Q1,2018-2019
02,2018,Hypertension,Algerian,13,527,2018-02-01,2018 Q1,2018-2019
03,2018,Hypertension,Algerian,5,532,2018-03-01,2018 Q1,2018-2019
04,2018,Hypertension,Algerian,8,540,2018-04-01,2018 Q1,2018-2019
05,2018,Hypertension,Algerian,9,549,2018-05-01,2018 Q2,2018-2019
06,2018,Hypertension,Algerian,12,561,2018-06-01,2018 Q2,2018-2019
07,2018,Hypertension,Algerian,12,573,2018-07-01,2018 Q2,2018-2019
08,2018,Hypertension,Algerian,10,583,2018-08-01,2018 Q2,2018-2019
09,2018,Hypertension,Algerian,15,598,2018-09-01,2018 Q3,2018-2019
10,2018,Hypertension,Algerian,5,603,2018-10-01,2018 Q3,2018-2019
11,2018,Hypertension,Algerian,11,614,2018-11-01,2018 Q3,2018-2019
12,2018,Hypertension,Algerian,11,625,2018-12-01,2018 Q3,2018-2019
01,2019,Hypertension,Algerian,1,626,2019-01-01,2019 Q1,2018-2019
02,2019,Hypertension,Algerian,1,627,2019-02-01,2019 Q1,2018-2019
03,2019,Hypertension,Algerian,2,629,2019-03-01,2019 Q1,2018-2019
04,2019,Hypertension,Algerian,1,630,2019-04-01,2019 Q1,2018-2019
06,2019,Hypertension,Algerian,1,631,2019-06-01,2019 Q2,2018-2019
07,2019,Hypertension,Algerian,2,633,2019-07-01,2019 Q2,2018-2019
10,2019,Hypertension,Algerian,1,634,2019-10-01,2019 Q3,2018-2019
12,2019,Hypertension,Algerian,1,635,2019-12-01,2019 Q3,2018-2019
09,2020,Hypertension,Algerian,2,637,2020-09-01,2020 Q3,2020-2021
01,2009,Nash,Algerian,1,1,2009-01-01,2009 Q1,2008-2009
02,2009,Nash,Algerian,1,2,2009-02-01,2009 Q1,2008-2009
04,2009,Nash,Algerian,2,4,2009-04-01,2009 Q1,2008-2009
05,2009,Nash,Algerian,1,5,2009-05-01,2009 Q2,2008-2009
06,2009,Nash,Algerian,2,7,2009-06-01,2009 Q2,2008-2009
07,2009,Nash,Algerian,2,9,2009-07-01,2009 Q2,2008-2009
08,2009,Nash,Algerian,1,10,2009-08-01,2009 Q2,2008-2009
11,2009,Nash,Algerian,2,12,2009-11-01,2009 Q3,2008-2009
12,2009,Nash,Algerian,2,14,2009-12-01,2009 Q3,2008-2009
01,2010,Nash,Algerian,1,15,2010-01-01,2010 Q1,2010-2011
10,2010,Nash,Algerian,1,16,2010-10-01,2010 Q3,2010-2011
01,2011,Nash,Algerian,1,17,2011-01-01,2011 Q1,2010-2011
03,2011,Nash,Algerian,1,18,2011-03-01,2011 Q1,2010-2011
01,2012,Nash,Algerian,1,19,2012-01-01,2012 Q1,2012-2013
03,2012,Nash,Algerian,1,20,2012-03-01,2012 Q1,2012-2013
04,2012,Nash,Algerian,1,21,2012-04-01,2012 Q1,2012-2013
06,2012,Nash,Algerian,2,23,2012-06-01,2012 Q2,2012-2013
08,2012,Nash,Algerian,1,24,2012-08-01,2012 Q2,2012-2013
09,2012,Nash,Algerian,2,26,2012-09-01,2012 Q3,2012-2013
04,2013,Nash,Algerian,1,27,2013-04-01,2013 Q1,2012-2013
02,2015,Nash,Algerian,1,28,2015-02-01,2015 Q1,2014-2015
04,2015,Nash,Algerian,1,29,2015-04-01,2015 Q1,2014-2015
05,2015,Nash,Algerian,4,33,2015-05-01,2015 Q2,2014-2015
06,2015,Nash,Algerian,1,34,2015-06-01,2015 Q2,2014-2015
07,2015,Nash,Algerian,2,36,2015-07-01,2015 Q2,2014-2015
08,2015,Nash,Algerian,1,37,2015-08-01,2015 Q2,2014-2015
11,2015,Nash,Algerian,1,38,2015-11-01,2015 Q3,2014-2015
12,2015,Nash,Algerian,1,39,2015-12-01,2015 Q3,2014-2015
01,2016,Nash,Algerian,1,40,2016-01-01,2016 Q1,2016-2017
02,2016,Nash,Algerian,1,41,2016-02-01,2016 Q1,2016-2017
05,2016,Nash,Algerian,1,42,2016-05-01,2016 Q2,2016-2017
08,2016,Nash,Algerian,2,44,2016-08-01,2016 Q2,2016-2017
05,2017,Nash,Algerian,1,45,2017-05-01,2017 Q2,2016-2017
07,2017,Nash,Algerian,1,46,2017-07-01,2017 Q2,2016-2017
09,2017,Nash,Algerian,1,47,2017-09-01,2017 Q3,2016-2017
02,2018,Nash,Algerian,1,48,2018-02-01,2018 Q1,2018-2019
04,2018,Nash,Algerian,1,49,2018-04-01,2018 Q1,2018-2019
06,2018,Nash,Algerian,1,50,2018-06-01,2018 Q2,2018-2019
08,2018,Nash,Algerian,1,51,2018-08-01,2018 Q2,2018-2019
10,2018,Nash,Algerian,1,52,2018-10-01,2018 Q3,2018-2019
12,2018,Nash,Algerian,1,53,2018-12-01,2018 Q3,2018-2019
03,2019,Nash,Algerian,1,54,2019-03-01,2019 Q1,2018-2019
05,2019,Nash,Algerian,1,55,2019-05-01,2019 Q2,2018-2019
08,2019,Nash,Algerian,1,56,2019-08-01,2019 Q2,2018-2019
09,2019,Nash,Algerian,1,57,2019-09-01,2019 Q3,2018-2019
10,2019,Nash,Algerian,1,58,2019-10-01,2019 Q3,2018-2019
04,2020,Nash,Algerian,1,59,2020-04-01,2020 Q1,2020-2021
06,2020,Nash,Algerian,1,60,2020-06-01,2020 Q2,2020-2021
04,2021,Nash,Algerian,1,61,2021-04-01,2021 Q1,2020-2021
02,2009,Obesity,Algerian,1,1,2009-02-01,2009 Q1,2008-2009
03,2009,Obesity,Algerian,2,3,2009-03-01,2009 Q1,2008-2009
04,2009,Obesity,Algerian,1,4,2009-04-01,2009 Q1,2008-2009
05,2009,Obesity,Algerian,1,5,2009-05-01,2009 Q2,2008-2009
07,2009,Obesity,Algerian,2,7,2009-07-01,2009 Q2,2008-2009
08,2009,Obesity,Algerian,1,8,2009-08-01,2009 Q2,2008-2009
09,2009,Obesity,Algerian,2,10,2009-09-01,2009 Q3,2008-2009
10,2009,Obesity,Algerian,3,13,2009-10-01,2009 Q3,2008-2009
11,2009,Obesity,Algerian,3,16,2009-11-01,2009 Q3,2008-2009
12,2009,Obesity,Algerian,1,17,2009-12-01,2009 Q3,2008-2009
01,2010,Obesity,Algerian,1,18,2010-01-01,2010 Q1,2010-2011
02,2010,Obesity,Algerian,1,19,2010-02-01,2010 Q1,2010-2011
02,2011,Obesity,Algerian,1,20,2011-02-01,2011 Q1,2010-2011
08,2011,Obesity,Algerian,2,22,2011-08-01,2011 Q2,2010-2011
01,2012,Obesity,Algerian,1,23,2012-01-01,2012 Q1,2012-2013
02,2012,Obesity,Algerian,3,26,2012-02-01,2012 Q1,2012-2013
03,2012,Obesity,Algerian,2,28,2012-03-01,2012 Q1,2012-2013
04,2012,Obesity,Algerian,2,30,2012-04-01,2012 Q1,2012-2013
06,2012,Obesity,Algerian,1,31,2012-06-01,2012 Q2,2012-2013
07,2012,Obesity,Algerian,2,33,2012-07-01,2012 Q2,2012-2013
08,2012,Obesity,Algerian,2,35,2012-08-01,2012 Q2,2012-2013
09,2012,Obesity,Algerian,1,36,2012-09-01,2012 Q3,2012-2013
10,2012,Obesity,Algerian,3,39,2012-10-01,2012 Q3,2012-2013
11,2012,Obesity,Algerian,2,41,2012-11-01,2012 Q3,2012-2013
03,2013,Obesity,Algerian,1,42,2013-03-01,2013 Q1,2012-2013
08,2013,Obesity,Algerian,1,43,2013-08-01,2013 Q2,2012-2013
09,2013,Obesity,Algerian,1,44,2013-09-01,2013 Q3,2012-2013
11,2013,Obesity,Algerian,1,45,2013-11-01,2013 Q3,2012-2013
03,2014,Obesity,Algerian,1,46,2014-03-01,2014 Q1,2014-2015
07,2014,Obesity,Algerian,1,47,2014-07-01,2014 Q2,2014-2015
08,2014,Obesity,Algerian,1,48,2014-08-01,2014 Q2,2014-2015
11,2014,Obesity,Algerian,1,49,2014-11-01,2014 Q3,2014-2015
01,2015,Obesity,Algerian,4,53,2015-01-01,2015 Q1,2014-2015
02,2015,Obesity,Algerian,5,58,2015-02-01,2015 Q1,2014-2015
03,2015,Obesity,Algerian,2,60,2015-03-01,2015 Q1,2014-2015
04,2015,Obesity,Algerian,3,63,2015-04-01,2015 Q1,2014-2015
05,2015,Obesity,Algerian,1,64,2015-05-01,2015 Q2,2014-2015
06,2015,Obesity,Algerian,2,66,2015-06-01,2015 Q2,2014-2015
07,2015,Obesity,Algerian,3,69,2015-07-01,2015 Q2,2014-2015
08,2015,Obesity,Algerian,3,72,2015-08-01,2015 Q2,2014-2015
09,2015,Obesity,Algerian,4,76,2015-09-01,2015 Q3,2014-2015
10,2015,Obesity,Algerian,3,79,2015-10-01,2015 Q3,2014-2015
11,2015,Obesity,Algerian,3,82,2015-11-01,2015 Q3,2014-2015
12,2015,Obesity,Algerian,2,84,2015-12-01,2015 Q3,2014-2015
01,2016,Obesity,Algerian,1,85,2016-01-01,2016 Q1,2016-2017
04,2016,Obesity,Algerian,1,86,2016-04-01,2016 Q1,2016-2017
05,2016,Obesity,Algerian,2,88,2016-05-01,2016 Q2,2016-2017
07,2016,Obesity,Algerian,4,92,2016-07-01,2016 Q2,2016-2017
08,2016,Obesity,Algerian,3,95,2016-08-01,2016 Q2,2016-2017
09,2016,Obesity,Algerian,1,96,2016-09-01,2016 Q3,2016-2017
10,2016,Obesity,Algerian,2,98,2016-10-01,2016 Q3,2016-2017
12,2016,Obesity,Algerian,2,100,2016-12-01,2016 Q3,2016-2017
01,2017,Obesity,Algerian,1,101,2017-01-01,2017 Q1,2016-2017
04,2017,Obesity,Algerian,2,103,2017-04-01,2017 Q1,2016-2017
09,2017,Obesity,Algerian,1,104,2017-09-01,2017 Q3,2016-2017
01,2018,Obesity,Algerian,4,108,2018-01-01,2018 Q1,2018-2019
02,2018,Obesity,Algerian,3,111,2018-02-01,2018 Q1,2018-2019
03,2018,Obesity,Algerian,2,113,2018-03-01,2018 Q1,2018-2019
04,2018,Obesity,Algerian,5,118,2018-04-01,2018 Q1,2018-2019
05,2018,Obesity,Algerian,1,119,2018-05-01,2018 Q2,2018-2019
06,2018,Obesity,Algerian,3,122,2018-06-01,2018 Q2,2018-2019
07,2018,Obesity,Algerian,1,123,2018-07-01,2018 Q2,2018-2019
08,2018,Obesity,Algerian,4,127,2018-08-01,2018 Q2,2018-2019
09,2018,Obesity,Algerian,2,129,2018-09-01,2018 Q3,2018-2019
10,2018,Obesity,Algerian,1,130,2018-10-01,2018 Q3,2018-2019
11,2018,Obesity,Algerian,4,134,2018-11-01,2018 Q3,2018-2019
12,2018,Obesity,Algerian,3,137,2018-12-01,2018 Q3,2018-2019
01,2019,Obesity,Algerian,1,138,2019-01-01,2019 Q1,2018-2019
05,2019,Obesity,Algerian,3,141,2019-05-01,2019 Q2,2018-2019
08,2019,Obesity,Algerian,1,142,2019-08-01,2019 Q2,2018-2019
10,2019,Obesity,Algerian,1,143,2019-10-01,2019 Q3,2018-2019
05,2020,Obesity,Algerian,1,144,2020-05-01,2020 Q2,2020-2021
10,2006,CKD,Argentinian,1,1,2006-10-01,2006 Q3,2006-2007
01,2009,CKD,Argentinian,3,4,2009-01-01,2009 Q1,2008-2009
02,2009,CKD,Argentinian,1,5,2009-02-01,2009 Q1,2008-2009
03,2009,CKD,Argentinian,5,10,2009-03-01,2009 Q1,2008-2009
04,2009,CKD,Argentinian,7,17,2009-04-01,2009 Q1,2008-2009
05,2009,CKD,Argentinian,3,20,2009-05-01,2009 Q2,2008-2009
06,2009,CKD,Argentinian,5,25,2009-06-01,2009 Q2,2008-2009
07,2009,CKD,Argentinian,5,30,2009-07-01,2009 Q2,2008-2009
08,2009,CKD,Argentinian,4,34,2009-08-01,2009 Q2,2008-2009
09,2009,CKD,Argentinian,5,39,2009-09-01,2009 Q3,2008-2009
10,2009,CKD,Argentinian,7,46,2009-10-01,2009 Q3,2008-2009
11,2009,CKD,Argentinian,4,50,2009-11-01,2009 Q3,2008-2009
12,2009,CKD,Argentinian,9,59,2009-12-01,2009 Q3,2008-2009
01,2010,CKD,Argentinian,3,62,2010-01-01,2010 Q1,2010-2011
02,2010,CKD,Argentinian,1,63,2010-02-01,2010 Q1,2010-2011
04,2010,CKD,Argentinian,2,65,2010-04-01,2010 Q1,2010-2011
06,2010,CKD,Argentinian,3,68,2010-06-01,2010 Q2,2010-2011
11,2010,CKD,Argentinian,1,69,2010-11-01,2010 Q3,2010-2011
12,2010,CKD,Argentinian,1,70,2010-12-01,2010 Q3,2010-2011
04,2011,CKD,Argentinian,1,71,2011-04-01,2011 Q1,2010-2011
10,2011,CKD,Argentinian,1,72,2011-10-01,2011 Q3,2010-2011
11,2011,CKD,Argentinian,1,73,2011-11-01,2011 Q3,2010-2011
12,2011,CKD,Argentinian,1,74,2011-12-01,2011 Q3,2010-2011
01,2012,CKD,Argentinian,2,76,2012-01-01,2012 Q1,2012-2013
02,2012,CKD,Argentinian,7,83,2012-02-01,2012 Q1,2012-2013
03,2012,CKD,Argentinian,1,84,2012-03-01,2012 Q1,2012-2013
04,2012,CKD,Argentinian,3,87,2012-04-01,2012 Q1,2012-2013
05,2012,CKD,Argentinian,5,92,2012-05-01,2012 Q2,2012-2013
06,2012,CKD,Argentinian,4,96,2012-06-01,2012 Q2,2012-2013
07,2012,CKD,Argentinian,3,99,2012-07-01,2012 Q2,2012-2013
08,2012,CKD,Argentinian,5,104,2012-08-01,2012 Q2,2012-2013
10,2012,CKD,Argentinian,4,108,2012-10-01,2012 Q3,2012-2013
11,2012,CKD,Argentinian,2,110,2012-11-01,2012 Q3,2012-2013
12,2012,CKD,Argentinian,4,114,2012-12-01,2012 Q3,2012-2013
01,2013,CKD,Argentinian,2,116,2013-01-01,2013 Q1,2012-2013
02,2013,CKD,Argentinian,1,117,2013-02-01,2013 Q1,2012-2013
04,2013,CKD,Argentinian,1,118,2013-04-01,2013 Q1,2012-2013
06,2013,CKD,Argentinian,1,119,2013-06-01,2013 Q2,2012-2013
07,2013,CKD,Argentinian,1,120,2013-07-01,2013 Q2,2012-2013
10,2013,CKD,Argentinian,1,121,2013-10-01,2013 Q3,2012-2013
02,2014,CKD,Argentinian,1,122,2014-02-01,2014 Q1,2014-2015
06,2014,CKD,Argentinian,1,123,2014-06-01,2014 Q2,2014-2015
11,2014,CKD,Argentinian,1,124,2014-11-01,2014 Q3,2014-2015
12,2014,CKD,Argentinian,1,125,2014-12-01,2014 Q3,2014-2015
01,2015,CKD,Argentinian,6,131,2015-01-01,2015 Q1,2014-2015
02,2015,CKD,Argentinian,1,132,2015-02-01,2015 Q1,2014-2015
03,2015,CKD,Argentinian,3,135,2015-03-01,2015 Q1,2014-2015
04,2015,CKD,Argentinian,5,140,2015-04-01,2015 Q1,2014-2015
05,2015,CKD,Argentinian,6,146,2015-05-01,2015 Q2,2014-2015
06,2015,CKD,Argentinian,7,153,2015-06-01,2015 Q2,2014-2015
07,2015,CKD,Argentinian,8,161,2015-07-01,2015 Q2,2014-2015
08,2015,CKD,Argentinian,5,166,2015-08-01,2015 Q2,2014-2015
09,2015,CKD,Argentinian,7,173,2015-09-01,2015 Q3,2014-2015
10,2015,CKD,Argentinian,6,179,2015-10-01,2015 Q3,2014-2015
11,2015,CKD,Argentinian,2,181,2015-11-01,2015 Q3,2014-2015
12,2015,CKD,Argentinian,8,189,2015-12-01,2015 Q3,2014-2015
02,2016,CKD,Argentinian,1,190,2016-02-01,2016 Q1,2016-2017
03,2016,CKD,Argentinian,1,191,2016-03-01,2016 Q1,2016-2017
04,2016,CKD,Argentinian,1,192,2016-04-01,2016 Q1,2016-2017
05,2016,CKD,Argentinian,2,194,2016-05-01,2016 Q2,2016-2017
06,2016,CKD,Argentinian,1,195,2016-06-01,2016 Q2,2016-2017
07,2016,CKD,Argentinian,2,197,2016-07-01,2016 Q2,2016-2017
10,2016,CKD,Argentinian,1,198,2016-10-01,2016 Q3,2016-2017
01,2017,CKD,Argentinian,1,199,2017-01-01,2017 Q1,2016-2017
06,2017,CKD,Argentinian,1,200,2017-06-01,2017 Q2,2016-2017
09,2017,CKD,Argentinian,1,201,2017-09-01,2017 Q3,2016-2017
12,2017,CKD,Argentinian,1,202,2017-12-01,2017 Q3,2016-2017
01,2018,CKD,Argentinian,5,207,2018-01-01,2018 Q1,2018-2019
02,2018,CKD,Argentinian,3,210,2018-02-01,2018 Q1,2018-2019
03,2018,CKD,Argentinian,3,213,2018-03-01,2018 Q1,2018-2019
04,2018,CKD,Argentinian,2,215,2018-04-01,2018 Q1,2018-2019
05,2018,CKD,Argentinian,6,221,2018-05-01,2018 Q2,2018-2019
06,2018,CKD,Argentinian,10,231,2018-06-01,2018 Q2,2018-2019
07,2018,CKD,Argentinian,4,235,2018-07-01,2018 Q2,2018-2019
08,2018,CKD,Argentinian,10,245,2018-08-01,2018 Q2,2018-2019
09,2018,CKD,Argentinian,3,248,2018-09-01,2018 Q3,2018-2019
10,2018,CKD,Argentinian,2,250,2018-10-01,2018 Q3,2018-2019
11,2018,CKD,Argentinian,1,251,2018-11-01,2018 Q3,2018-2019
12,2018,CKD,Argentinian,2,253,2018-12-01,2018 Q3,2018-2019
01,2019,CKD,Argentinian,3,256,2019-01-01,2019 Q1,2018-2019
03,2019,CKD,Argentinian,1,257,2019-03-01,2019 Q1,2018-2019
06,2019,CKD,Argentinian,1,258,2019-06-01,2019 Q2,2018-2019
08,2019,CKD,Argentinian,2,260,2019-08-01,2019 Q2,2018-2019
09,2019,CKD,Argentinian,1,261,2019-09-01,2019 Q3,2018-2019
01,2020,CKD,Argentinian,1,262,2020-01-01,2020 Q1,2020-2021
02,2020,CKD,Argentinian,1,263,2020-02-01,2020 Q1,2020-2021
03,2020,CKD,Argentinian,1,264,2020-03-01,2020 Q1,2020-2021
04,2020,CKD,Argentinian,2,266,2020-04-01,2020 Q1,2020-2021
07,2020,CKD,Argentinian,1,267,2020-07-01,2020 Q2,2020-2021
10,2020,CKD,Argentinian,2,269,2020-10-01,2020 Q3,2020-2021
01,2009,Diabetes,Argentinian,5,5,2009-01-01,2009 Q1,2008-2009
02,2009,Diabetes,Argentinian,2,7,2009-02-01,2009 Q1,2008-2009
03,2009,Diabetes,Argentinian,2,9,2009-03-01,2009 Q1,2008-2009
04,2009,Diabetes,Argentinian,2,11,2009-04-01,2009 Q1,2008-2009
05,2009,Diabetes,Argentinian,4,15,2009-05-01,2009 Q2,2008-2009
06,2009,Diabetes,Argentinian,3,18,2009-06-01,2009 Q2,2008-2009
07,2009,Diabetes,Argentinian,6,24,2009-07-01,2009 Q2,2008-2009
08,2009,Diabetes,Argentinian,7,31,2009-08-01,2009 Q2,2008-2009
09,2009,Diabetes,Argentinian,3,34,2009-09-01,2009 Q3,2008-2009
10,2009,Diabetes,Argentinian,8,42,2009-10-01,2009 Q3,2008-2009
11,2009,Diabetes,Argentinian,4,46,2009-11-01,2009 Q3,2008-2009
12,2009,Diabetes,Argentinian,8,54,2009-12-01,2009 Q3,2008-2009
04,2010,Diabetes,Argentinian,1,55,2010-04-01,2010 Q1,2010-2011
06,2010,Diabetes,Argentinian,2,57,2010-06-01,2010 Q2,2010-2011
08,2010,Diabetes,Argentinian,1,58,2010-08-01,2010 Q2,2010-2011
04,2011,Diabetes,Argentinian,1,59,2011-04-01,2011 Q1,2010-2011
07,2011,Diabetes,Argentinian,1,60,2011-07-01,2011 Q2,2010-2011
10,2011,Diabetes,Argentinian,2,62,2011-10-01,2011 Q3,2010-2011
11,2011,Diabetes,Argentinian,1,63,2011-11-01,2011 Q3,2010-2011
12,2011,Diabetes,Argentinian,1,64,2011-12-01,2011 Q3,2010-2011
01,2012,Diabetes,Argentinian,2,66,2012-01-01,2012 Q1,2012-2013
02,2012,Diabetes,Argentinian,6,72,2012-02-01,2012 Q1,2012-2013
03,2012,Diabetes,Argentinian,1,73,2012-03-01,2012 Q1,2012-2013
04,2012,Diabetes,Argentinian,4,77,2012-04-01,2012 Q1,2012-2013
05,2012,Diabetes,Argentinian,7,84,2012-05-01,2012 Q2,2012-2013
06,2012,Diabetes,Argentinian,5,89,2012-06-01,2012 Q2,2012-2013
07,2012,Diabetes,Argentinian,6,95,2012-07-01,2012 Q2,2012-2013
08,2012,Diabetes,Argentinian,2,97,2012-08-01,2012 Q2,2012-2013
09,2012,Diabetes,Argentinian,1,98,2012-09-01,2012 Q3,2012-2013
10,2012,Diabetes,Argentinian,5,103,2012-10-01,2012 Q3,2012-2013
11,2012,Diabetes,Argentinian,4,107,2012-11-01,2012 Q3,2012-2013
12,2012,Diabetes,Argentinian,1,108,2012-12-01,2012 Q3,2012-2013
01,2013,Diabetes,Argentinian,1,109,2013-01-01,2013 Q1,2012-2013
02,2013,Diabetes,Argentinian,1,110,2013-02-01,2013 Q1,2012-2013
04,2013,Diabetes,Argentinian,1,111,2013-04-01,2013 Q1,2012-2013
10,2013,Diabetes,Argentinian,1,112,2013-10-01,2013 Q3,2012-2013
11,2014,Diabetes,Argentinian,1,113,2014-11-01,2014 Q3,2014-2015
01,2015,Diabetes,Argentinian,4,117,2015-01-01,2015 Q1,2014-2015
03,2015,Diabetes,Argentinian,2,119,2015-03-01,2015 Q1,2014-2015
